,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,Eydhafushi,5.1033,73.0708,82.53,69,46,14.38,MV,1647949754
302,Erdenet,49.0333,104.0833,25.79,37,92,3.78,MN,1647949754
303,Valley Station,38.1112,-85.8702,58.35,64,100,4.61,US,1647949755
304,Nadym,65.5333,72.5167,13.48,92,100,12.26,RU,1647949756
306,Nantucket,41.2835,-70.0995,41.14,58,3,25.77,US,1647949636
308,Lagos,6.5833,3.75,88.12,54,96,9.28,NG,1647949710
309,Umluj,25.0213,37.2685,72.54,62,0,16.37,SA,1647949759
310,Flin Flon,54.7682,-101.865,31.84,100,100,6.91,CA,1647949760
311,Severo-Kuril'sk,50.6789,156.125,24.85,88,69,15.08,RU,1647949761
312,Harper,4.375,-7.7169,85.24,63,69,6.96,LR,1647949761
313,Chihuahua,28.5,-106.0,41.4,38,0,7.9,MX,1647949627
314,Niquero,20.0431,-77.5828,72.37,74,0,7.96,CU,1647949764
315,Dongying,37.4564,118.4856,50.38,29,100,8.32,CN,1647949764
318,Lukovetskiy,64.2956,41.9211,35.71,81,63,9.33,RU,1647949767
319,Khovd,48.0056,91.6419,28.42,40,50,3.18,MN,1647949767
321,San Francisco Menéndez,13.8431,-90.0158,73.38,69,1,4.7,SV,1647949769
322,Shar,49.5886,81.0453,29.71,77,100,16.28,KZ,1647949770
323,Kodinsk,58.6881,99.1844,17.38,94,100,3.47,RU,1647949771
324,Plyussa,58.4308,29.3654,44.71,63,0,7.02,RU,1647949771
325,Mahrīz,31.5917,54.4318,75.7,13,3,6.53,IR,1647949772
326,Kalmunai,7.4167,81.8167,82.96,78,37,9.89,LK,1647949773
328,Kahului,20.8947,-156.47,75.85,75,0,10.36,US,1647949472
329,Matara,5.9485,80.5353,83.44,73,45,13.53,LK,1647949775
330,Cayenne,4.9333,-52.3333,76.08,1,75,8.01,GF,1647949598
331,Joshīmath,30.5667,79.5667,68.4,36,2,4.32,IN,1647949776
332,Kouroussa,10.65,-9.8833,100.24,26,25,3.65,GN,1647949777
333,Bratsk,56.1325,101.6142,28.89,93,99,4.5,RU,1647949778
334,Norman Wells,65.282,-126.8329,-21.96,69,20,3.44,CA,1647949779
337,College,64.8569,-147.8028,-3.68,62,0,5.75,US,1647949781
338,Teberda,43.4456,41.7448,32.95,72,1,7.72,RU,1647949781
339,Port Hardy,50.6996,-127.4199,46.4,87,100,18.41,CA,1647949782
341,Gorontalo,0.5412,123.0595,76.05,96,100,3.83,ID,1647949783
344,Naples,40.8333,14.25,58.6,42,40,11.5,IT,1647949306
345,Batagay-Alyta,67.8006,130.4114,-13.45,80,81,6.64,RU,1647949786
346,Hay River,60.8156,-115.7999,12.18,73,75,8.05,CA,1647949528
347,Somers Point,39.3176,-74.5946,45.99,82,0,3.0,US,1647949787
348,Srednekolymsk,67.45,153.6833,13.51,96,100,5.35,RU,1647949787
351,Grand Forks,47.9417,-97.4337,31.93,86,0,6.91,US,1647949790
352,Muros,42.7762,-9.0603,60.67,81,96,18.12,ES,1647949783
355,Changying,52.8733,123.3213,9.16,93,40,3.98,CN,1647949793
356,Jega,12.2175,4.3792,105.31,8,99,5.66,NG,1647949793
357,Ugoofaaru,5.6667,73.0,82.6,69,59,13.65,MV,1647949794
358,Eatonton,33.3268,-83.3885,49.08,89,100,4.32,US,1647949795
361,Akdepe,42.0551,59.3788,41.09,24,98,8.23,TM,1647949797
362,Bonavista,48.6499,-53.1147,31.73,77,94,25.41,CA,1647949798
363,Hasaki,35.7333,140.8333,37.8,73,100,28.23,JP,1647949799
365,Ulagan,50.6321,87.9563,24.8,92,86,0.43,RU,1647949800
367,Ola,59.5833,151.2833,21.15,91,100,7.99,RU,1647949542
368,Halifax,44.6453,-63.5724,31.68,73,40,20.71,CA,1647949716
369,Hambantota,6.1241,81.1185,89.94,79,20,5.75,LK,1647949802
370,Hūn,29.1268,15.9477,60.6,30,4,12.77,LY,1647949803
371,Saint George,37.1041,-113.5841,50.59,42,0,6.91,US,1647949804
373,Iqaluit,63.7506,-68.5145,-16.31,75,0,21.85,CA,1647949805
374,Dublin,37.7021,-121.9358,59.02,79,0,3.44,US,1647949806
376,Yaan,7.3833,8.5667,98.8,31,97,6.78,NG,1647949807
377,Rudkøbing,54.9364,10.7102,42.57,70,2,5.79,DK,1647949808
378,Ilanskiy,56.2358,96.065,22.15,90,98,4.72,RU,1647949809
380,Nuuk,64.1835,-51.7216,11.88,66,100,8.99,GL,1647949810
381,Kiryat Gat,31.61,34.7642,60.78,43,9,13.27,IL,1647949811
382,Alappuzha,9.49,76.3264,83.66,75,90,13.73,IN,1647949812
385,Pipili,20.1167,85.8333,88.14,70,20,11.5,IN,1647949814
386,San Quintín,30.4833,-115.95,56.16,84,2,3.29,MX,1647949815
387,Korla,41.7597,86.1469,54.57,41,44,12.57,CN,1647949816
389,Miranda,3.2499,-76.2281,66.33,89,85,2.37,CO,1647949518
390,Muhos,64.808,25.9931,42.58,79,0,6.82,FI,1647949818
391,Lavrentiya,65.5833,-171.0,0.88,92,78,2.95,RU,1647949819
392,City of San Pedro,14.35,121.0167,87.03,72,40,8.05,PH,1647949819
394,Vengerovo,55.6848,76.7471,25.07,92,100,6.96,RU,1647949821
395,Novorzhev,57.0294,29.3338,44.85,64,1,6.04,RU,1647949821
396,Havøysund,70.9963,24.6622,32.81,97,100,17.22,NO,1647949822
397,Tongliao,43.6125,122.2653,38.14,32,100,8.08,CN,1647949823
399,Vostok,46.4856,135.8833,21.51,91,97,9.31,RU,1647949824
400,Sabang,5.8933,95.3214,83.95,74,80,16.22,ID,1647949825
401,Teya,60.3778,92.6267,20.73,89,100,6.6,RU,1647949826
404,Kranuan,16.7067,103.0788,93.43,50,93,3.87,TH,1647949829
405,Ust-Tsilma,65.441,52.1498,31.41,78,90,18.21,RU,1647949830
406,Rome,43.2128,-75.4557,30.96,74,6,4.0,US,1647949683
408,Greensburg,40.3015,-79.5389,44.98,68,0,6.91,US,1647949337
409,Puertollano,38.6871,-4.1073,56.28,68,100,5.23,ES,1647949833
410,Lata,40.1629,-8.3327,59.92,64,92,8.16,PT,1647949834
412,North Bend,43.4065,-124.2243,51.93,100,100,0.0,US,1647949835
413,Wasilla,61.5814,-149.4394,29.75,54,0,24.16,US,1647949411
415,Kyabé,9.4515,18.9449,103.77,5,98,0.6,TD,1647949838
416,Benito Juarez,19.385,-99.165,58.84,41,2,4.0,MX,1647949838
418,Kropotkin,45.4375,40.5756,46.11,36,62,21.3,RU,1647949840
419,Cherskiy,68.75,161.3,18.66,84,100,11.86,RU,1647949841
421,Shadrinsk,56.0852,63.6335,29.53,82,100,9.53,RU,1647949842
422,Shingū,33.7333,135.9833,41.88,86,100,6.38,JP,1647949843
423,San Ramon,37.7799,-121.978,58.6,77,0,3.44,US,1647949844
424,Aleksandriyskaya,44.2272,43.3453,38.03,74,100,10.09,RU,1647949845
426,Shimoda,34.6667,138.95,37.11,90,100,19.22,JP,1647949846
427,Rossosh',51.1209,38.5116,33.55,100,94,4.99,RU,1647949847
428,Lagoa,39.05,-27.9833,57.96,74,100,15.48,PT,1647949847
429,Luga,58.7372,29.8453,44.31,68,1,7.11,RU,1647949848
430,Maţāy,28.419,30.7792,64.54,23,3,13.62,EG,1647949849
431,Bilma,18.6853,12.9164,87.53,11,0,14.85,NE,1647949850
434,Erfurt,50.9833,11.0333,62.98,34,0,6.91,DE,1647949852
435,Malinovskiy,61.1953,62.8397,26.92,95,100,9.6,RU,1647949853
436,Whitehorse,60.7161,-135.0538,26.1,88,100,5.75,CA,1647949601
437,Gouyave,12.1646,-61.7296,75.97,78,40,17.27,GD,1647949854
439,Bacong,9.2464,123.2956,79.95,86,55,5.06,PH,1647949855
440,Athens,37.9795,23.7162,56.17,36,40,17.27,GR,1647949856
442,Los Llanos de Aridane,28.6585,-17.9182,65.95,76,75,5.75,ES,1647949857
443,Russell,32.3502,-85.1999,56.43,87,0,0.0,US,1647949858
445,Harlingen,26.1906,-97.6961,75.11,55,75,10.36,US,1647949671
446,Neochori,41.1833,23.25,63.1,34,6,5.93,GR,1647949860
448,Monrovia,6.3005,-10.7969,89.37,64,85,5.5,LR,1647949825
449,Rivière-du-Loup,47.8304,-69.5342,18.48,67,99,4.61,CA,1647949575
450,Kuminskiy,58.6667,66.5667,25.95,88,100,5.82,RU,1647949863
451,Hargeisa,9.56,44.065,87.48,24,29,1.57,SO,1647949863
452,Eyl,7.9803,49.8164,82.33,61,1,12.5,SO,1647949864
454,Kurmanayevka,52.5093,52.0675,29.05,91,49,8.52,RU,1647949865
455,Ous,60.9058,61.5186,29.07,77,100,11.68,RU,1647949866
456,Son La,21.3167,103.9,75.31,78,90,1.34,VN,1647949867
457,Panama City,8.9936,-79.5197,77.13,85,100,2.3,PA,1647949726
458,Mahdasht,35.7299,50.8111,53.82,62,91,15.35,IR,1647949869
460,Bhubaneswar,20.2333,85.8333,88.02,70,20,11.5,IN,1647949870
462,Zhezkazgan,47.8043,67.7144,30.18,74,75,17.9,KZ,1647949871
463,Puerto Peñasco,31.3167,-113.5333,64.67,38,15,13.11,MX,1647949636
465,Givors,45.5833,4.7667,61.74,38,3,15.52,FR,1647949874
466,Santa Clarita,34.3917,-118.5426,66.18,36,7,3.0,US,1647949874
468,Taoudenni,22.6783,-3.9836,87.91,10,0,14.16,ML,1647949876
470,Brae,60.3964,-1.353,46.96,71,25,15.12,GB,1647949878
471,Plattsburgh,44.6995,-73.4529,30.96,43,0,9.22,US,1647949878
472,Benjamín Hill,30.1667,-111.1,49.95,32,3,2.17,MX,1647949879
473,Tezu,27.9167,96.1667,83.12,29,87,2.89,IN,1647949880
474,Oranjestad,12.524,-70.027,78.75,69,20,19.57,AW,1647949881
475,Suruç,36.9761,38.425,50.5,46,90,5.79,TR,1647949882
476,Evanston,42.0411,-87.6901,54.12,75,40,7.0,US,1647949882
477,Vestmanna,62.1564,-7.1664,47.32,81,100,16.11,FO,1647949883
478,Shinjō,38.7586,140.3008,32.88,93,16,0.96,JP,1647949884
480,Jacqueville,5.2052,-4.4146,81.23,80,93,8.97,CI,1647949885
481,Indianola,41.3581,-93.5574,48.69,99,100,17.25,US,1647949886
482,Smithers,54.7804,-127.1743,39.52,87,100,9.22,CA,1647949887
483,Campbellsville,37.3434,-85.3419,57.31,31,100,1.01,US,1647949887
486,Camacha,33.0833,-16.3333,60.22,63,75,10.36,PT,1647949890
488,Hvide Sande,56.0045,8.1294,57.09,60,92,3.94,DK,1647949891
490,Proletarskiy,50.7914,35.7731,33.94,99,79,1.34,RU,1647949893
491,Miyako,39.6367,141.9525,31.08,87,42,4.99,JP,1647949893
493,Yumen,40.2833,97.2,51.76,24,73,16.02,CN,1647949895
494,Thayetmyo,19.3167,95.1833,78.75,78,93,6.24,MM,1647949895
496,Half Moon Bay,37.4636,-122.4286,57.88,81,20,9.22,US,1647949897
499,Luancheng,37.8792,114.6517,42.96,42,100,6.29,CN,1647949899
500,Artyom,40.4723,50.333,44.74,62,100,21.23,AZ,1647949899
501,Stann Creek Town,16.9692,-88.2321,78.13,81,12,14.99,BZ,1647949900
502,Ormara,25.2088,64.6357,77.13,73,0,20.04,PK,1647949901
504,Beidao,34.5686,105.8933,52.0,64,70,4.34,CN,1647949902
505,The Valley,18.217,-63.0578,77.14,73,40,10.36,AI,1647949903
506,Lüshunkou,38.8,121.2667,43.02,52,100,6.15,CN,1647949904
507,Nome,64.5011,-165.4064,-0.33,78,0,0.0,US,1647949904
509,Avesta,60.1455,16.1679,51.62,35,33,9.6,SE,1647949906
510,Erenhot,43.6475,111.9767,39.11,24,85,10.07,CN,1647949907
511,Ilulissat,69.2167,-51.1,-5.69,66,98,1.48,GL,1647949907
512,Sibolga,1.7427,98.7792,78.69,86,86,1.97,ID,1647949908
513,Millinocket,45.6573,-68.7098,28.51,59,100,14.97,US,1647949909
515,Ayan,56.45,138.1667,14.52,66,36,11.27,RU,1647949911
516,Kumluca,36.3703,30.2869,51.98,45,78,12.57,TR,1647949911
518,Isla Vista,34.4133,-119.861,64.36,61,0,0.0,US,1647949709
519,Aswān,24.0934,32.907,78.94,18,1,15.77,EG,1647949913
520,Muroran,42.3172,140.9881,34.41,83,80,14.09,JP,1647949914
521,Sibundoy,1.2048,-76.9237,56.86,94,70,0.65,CO,1647949915
523,Oron,4.8256,8.2343,90.9,55,68,11.27,NG,1647949916
525,Oktyabr'skoye,43.0645,44.7417,33.94,80,100,11.18,RU,1647949917
526,Mandalgovi,45.7625,106.2708,24.84,44,38,5.99,MN,1647949918
527,Nador,35.174,-2.9287,64.47,77,75,9.22,MA,1647949919
529,Zharkent,44.1628,80.0,45.32,55,100,5.73,KZ,1647949920
530,Balod,20.73,81.2047,99.82,8,8,6.31,IN,1647949921
531,Jalu,29.0331,21.5482,60.12,30,5,11.43,LY,1647949922
532,Chifeng,42.2683,118.9636,35.85,43,100,9.35,CN,1647949923
533,Taseyevo,57.2169,94.8978,18.86,93,98,3.29,RU,1647949924
535,Astoria,46.1879,-123.8313,49.93,98,100,3.44,US,1647949836
536,Verkhoyansk,67.5447,133.385,0.46,98,100,3.09,RU,1647949926
537,Kaffrine,14.1059,-15.5508,97.93,10,44,11.77,SN,1647949926
538,Khanbari,27.3747,87.2039,78.76,34,63,4.41,NP,1647949927
539,Acapulco de Juárez,16.8634,-99.8901,72.95,59,2,4.63,MX,1647949893
540,Buraidah,26.326,43.975,86.45,8,0,11.16,SA,1647949929
541,Totskoye,52.5248,52.7623,31.17,87,40,9.8,RU,1647949929
542,Beringovskiy,63.05,179.3167,21.79,97,100,10.94,RU,1647949930
543,Meridian,43.6121,-116.3915,42.51,74,40,4.61,US,1647949931
545,Yebaishou,41.3975,119.6408,36.45,43,100,9.37,CN,1647949933
546,Yinchuan,38.4681,106.2731,50.56,34,24,4.41,CN,1647949933
547,Kallithea,37.95,23.7,56.46,35,40,17.27,GR,1647949934
549,Shakhtinsk,49.71,72.5872,27.01,86,99,19.33,KZ,1647949935
550,Meulaboh,4.1363,96.1285,80.31,79,90,4.16,ID,1647949936
551,Izhma,65.0083,53.9113,32.05,76,100,16.55,RU,1647949937
554,Vysokogornyy,50.1167,139.15,20.03,93,99,13.24,RU,1647949939
555,Fushun,41.8558,123.9233,37.11,36,93,6.49,CN,1647949940
556,Paredon,16.0333,-93.8667,77.04,70,20,4.25,MX,1647949940
557,Fukuechō,32.6881,128.8419,54.5,65,100,22.26,JP,1647949941
558,Florø,61.5996,5.0328,44.67,70,40,4.61,NO,1647949942
559,Nābha,30.3747,76.1486,98.67,6,0,9.86,IN,1647949943
561,Muroto-misakicho,33.2833,134.15,50.59,70,99,19.82,JP,1647949944
562,Goderich,43.7501,-81.7165,33.91,64,99,10.36,CA,1647949945
563,Shagonar,51.5333,92.8,9.3,97,84,1.14,RU,1647949946
566,Tamiahua,21.2667,-97.45,68.9,92,3,11.95,MX,1647949948
567,Iskateley,67.6803,53.1512,27.59,78,97,25.77,RU,1647949949
568,Kushima,31.4583,131.2333,54.07,76,100,11.81,JP,1647949949
569,Cerrito,6.8432,-72.694,53.92,87,74,4.76,CO,1647949950
570,Māngrol,21.1167,70.1167,85.01,44,30,20.87,IN,1647949951
571,Yerbogachën,61.2767,108.0108,18.18,91,100,5.26,RU,1647949951
